"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","sample1","sample2","direction","genotype","analysis"
"101443","GO:0005975",0.000144735985427496,0.999940623430559,28,271,"carbohydrate metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101444","GO:0004553",0.000213522992945584,0.999935819904318,16,134,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101445","GO:0003824",0.000299274818974783,0.99983105451693,57,713,"catalytic activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101446","GO:0004402",0.000353320073842165,0.999992105537595,3,7,"histone acetyltransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101447","GO:0009694",0.000493662916211085,0.999995821816737,2,8,"jasmonic acid metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101448","GO:0009864",0.000493662916211085,0.999995821816737,2,8,"induced systemic resistance, jasmonic acid mediated signaling pathway","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101449","GO:0080123",0.000493662916211085,0.999995821816737,2,8,"jasmonate-amino synthetase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101450","GO:0005249",0.000558331789946856,0.999967968202619,5,8,"voltage-gated potassium channel activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101451","GO:0006810",0.000839569796756115,0.999583068374409,35,246,"transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101452","GO:0000165",0.000840222552110766,0.999852857311135,11,18,"MAPK cascade","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101453","GO:0000977",0.000840222552110766,0.999852857311135,11,18,"RNA polymerase II regulatory region sequence-specific DNA binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101454","GO:0006813",0.00102779663180888,0.999891974892639,6,12,"potassium ion transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101455","GO:0045944",0.00103328404824005,0.999805482883061,11,19,"positive regulation of transcription from RNA polymerase II promoter","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101456","GO:0048476",0.0010903776992161,1,1,1,"Holliday junction resolvase complex","CC","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101457","GO:0000155",0.00109047234485903,0.999984221832713,2,19,"phosphorelay sensor kinase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101458","GO:0010333",0.0011152679990123,0.999844948612927,8,14,"terpene synthase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101459","GO:0046835",0.00130305592275934,0.999981973638482,2,8,"carbohydrate phosphorylation","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101460","GO:0005216",0.00130908310993434,0.999809732258358,6,31,"ion channel activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101461","GO:0009638",0.00133581776087581,1,1,1,"phototropism","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101462","GO:0004451",0.00135210477727607,1,1,1,"isocitrate lyase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101463","GO:0016620",0.00157691150548275,0.999862815369018,4,28,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101464","GO:0006508",0.0016226807975046,0.999219691549576,28,270,"proteolysis","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101465","GO:0006006",0.00229208337226658,0.99988316741791,3,11,"glucose metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101466","GO:0019499",0.0023038756744256,1,2,2,"cyanide metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101467","GO:0050017",0.0023038756744256,1,2,2,"L-3-cyanoalanine synthase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101468","GO:0004134",0.00248966267142942,0.999998450249536,1,2,"4-alpha-glucanotransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101469","GO:1990316",0.00268469315571489,0.999998197760308,1,2,"ATG1/ULK1 kinase complex","CC","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101470","GO:0015846",0.00279748320643405,1,1,1,"polyamine transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101471","GO:0019808",0.00279748320643405,1,1,1,"polyamine binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101472","GO:0042597",0.00279748320643405,1,1,1,"periplasmic space","CC","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101473","GO:0022891",0.002998669511565,0.999487394555504,6,30,"substrate-specific transmembrane transporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101474","GO:0005515",0.00311653762666478,0.997692714636323,139,2471,"protein binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101475","GO:0046577",0.00326368618265942,0.999996448384396,1,3,"long-chain-alcohol oxidase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101476","GO:0022857",0.00334620457120384,0.999122950269053,9,54,"transmembrane transporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101477","GO:0030170",0.00400278900436316,0.998992831698496,8,72,"pyridoxal phosphate binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101478","GO:0005315",0.00446117018946113,0.99994043889074,2,3,"inorganic phosphate transmembrane transporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101479","GO:0008515",0.00450884868583715,1,1,1,"sucrose transmembrane transporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101480","GO:0015770",0.00450884868583715,1,1,1,"sucrose transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101481","GO:0008146",0.00451591379444042,0.999597709126071,4,9,"sulfotransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101482","GO:0006811",0.00496454729517162,0.999242195959247,5,23,"ion transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101483","GO:0009976",0.00585034794818721,1,1,1,"tocopherol cyclase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101484","GO:0016829",0.0062970032773201,0.99855390358352,8,21,"lyase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101485","GO:0019829",0.00650380957879786,0.999982350778253,1,6,"cation-transporting ATPase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101486","GO:0004673",0.00651756585105167,0.999982275943851,1,6,"protein histidine kinase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101487","GO:0010105",0.00651756585105167,0.999982275943851,1,6,"negative regulation of ethylene-activated signaling pathway","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101488","GO:0038199",0.00651756585105167,0.999982275943851,1,6,"ethylene receptor activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101489","GO:0050896",0.00651756585105167,0.999982275943851,1,6,"response to stimulus","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101490","GO:0051740",0.00651756585105167,0.999982275943851,1,6,"ethylene binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101491","GO:0006754",0.00755158139527495,0.999977146557351,1,5,"ATP biosynthetic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101492","GO:0016747",0.00783685618005547,0.99745331823717,10,67,"transferase activity, transferring acyl groups other than amino-acyl groups","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101493","GO:0006812",0.00815258339094208,0.998519862953465,5,37,"cation transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101494","GO:0009234",0.00819054171654428,1,2,2,"menaquinone biosynthetic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101495","GO:0008654",0.00947023650203299,0.999214037570927,3,10,"phospholipid biosynthetic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101496","GO:0035091",0.00998382736587107,0.999217310013888,3,8,"phosphatidylinositol binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101497","GO:0016788",0.00999099369903118,0.996450373573995,11,67,"hydrolase activity, acting on ester bonds","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101498","GO:0016491",0.010204041789477,0.993635913291244,43,445,"oxidoreductase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101499","GO:0016571",0.0108318272608584,0.999947052164874,1,10,"histone methylation","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101500","GO:0000234",0.0119130992263054,0.999964347502217,1,2,"phosphoethanolamine N-methyltransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101501","GO:0006656",0.0119130992263054,0.999964347502217,1,2,"phosphatidylcholine biosynthetic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101502","GO:0048544",0.0123435926906221,0.998699493002898,3,23,"recognition of pollen","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101503","GO:0004030",0.0147373497430928,0.99994536142209,1,2,"aldehyde dehydrogenase [NAD(P)+] activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101504","GO:0006081",0.0147373497430928,0.99994536142209,1,2,"cellular aldehyde metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101505","GO:0003712",0.0148526571851562,0.997945670095665,4,11,"transcription cofactor activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101506","GO:0015299",0.0148990059244637,0.997658393117858,4,19,"solute:proton antiporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101507","GO:0004512",0.0154588886749481,0.999441765033184,2,4,"inositol-3-phosphate synthase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101508","GO:0006021",0.0154588886749481,0.999441765033184,2,4,"inositol biosynthetic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101509","GO:0004089",0.0163937796196657,0.999217197871441,3,4,"carbonate dehydratase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101510","GO:0004351",0.0182379695928204,0.999888344938961,1,3,"glutamate decarboxylase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101511","GO:0006536",0.0182379695928204,0.999888344938961,1,3,"glutamate metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101512","GO:0004655",0.0186188400888815,1,1,1,"porphobilinogen synthase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101513","GO:0006730",0.0192106698073905,0.998183201155639,3,7,"one-carbon metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101514","GO:0004096",0.0195873986169794,0.999871132519501,1,3,"catalase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101515","GO:0004335",0.0206254224105504,0.999892659518756,1,2,"galactokinase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101516","GO:0004124",0.0210643566351914,0.998961905772581,2,5,"cysteine synthase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101517","GO:0016773",0.0250592292862542,0.996489986932777,3,29,"phosphotransferase activity, alcohol group as acceptor","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101518","GO:0008483",0.0256013114390877,0.998127880527498,2,17,"transaminase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101519","GO:0050661",0.0317173092080382,0.993299976716643,4,36,"NADP binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101520","GO:0008289",0.0319348253337411,0.988771114477016,8,43,"lipid binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101521","GO:0001678",0.0341217179837452,0.999508878922483,1,6,"cellular glucose homeostasis","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101522","GO:0004396",0.0341217179837452,0.999508878922483,1,6,"hexokinase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101523","GO:0005536",0.0341217179837452,0.999508878922483,1,6,"glucose binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101524","GO:0004372",0.0345543310006656,0.999482011541395,1,7,"glycine hydroxymethyltransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101525","GO:0006563",0.0345543310006656,0.999482011541395,1,7,"L-serine metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101526","GO:0006544",0.0356022054813164,0.99943855394209,1,8,"glycine metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101527","GO:0006659",0.0390629126415766,0.999611324422247,1,2,"phosphatidylserine biosynthetic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101528","GO:0005089",0.039602117142233,0.99930423819291,1,8,"Rho guanyl-nucleotide exchange factor activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101529","GO:0006914",0.0411476807383854,0.993991374398393,3,10,"autophagy","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101530","GO:0007165",0.0438142298516554,0.987204059057124,5,103,"signal transduction","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101531","GO:0019239",0.0441942047437529,0.999336580900524,1,3,"deaminase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101532","GO:0004479",0.0449963117114691,1,1,1,"methionyl-tRNA formyltransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101533","GO:0071951",0.0449963117114691,1,1,1,"conversion of methionyl-tRNA to N-formyl-methionyl-tRNA","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101534","GO:0003856",0.0453441277123152,0.999474575432593,1,2,"3-dehydroquinate synthase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101535","GO:0009834",0.0460432805362525,1,3,3,"plant-type secondary cell wall biogenesis","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101536","GO:0015020",0.0460432805362525,1,3,3,"glucuronosyltransferase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101537","GO:0004497",0.0466302153746862,0.999032747883713,1,8,"monooxygenase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101538","GO:0019752",0.0486026345169393,0.991617941675579,3,17,"carboxylic acid metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"103414","GO:0003677",0.000959836260943166,0.999779435175219,10,782,"DNA binding","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103415","GO:0006355",0.00278056211711524,0.999438204042603,7,530,"regulation of transcription, DNA-templated","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103416","GO:0003700",0.00352743008795816,0.999474095578078,5,268,"transcription factor activity, sequence-specific DNA binding","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103417","GO:0007275",0.00505554749674379,0.999839559839318,2,34,"multicellular organism development","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103418","GO:0004673",0.00545933479937215,0.999987851782512,1,6,"protein histidine kinase activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103419","GO:0010105",0.00545933479937215,0.999987851782512,1,6,"negative regulation of ethylene-activated signaling pathway","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103420","GO:0038199",0.00545933479937215,0.999987851782512,1,6,"ethylene receptor activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103421","GO:0050896",0.00545933479937215,0.999987851782512,1,6,"response to stimulus","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103422","GO:0051740",0.00545933479937215,0.999987851782512,1,6,"ethylene binding","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103423","GO:0017038",0.0168576714796252,0.999906819635808,1,3,"protein import","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103424","GO:0070008",0.0177547576960248,0.999883729460363,1,4,"serine-type exopeptidase activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103425","GO:0000155",0.0180766476560157,0.999847923888664,1,19,"phosphorelay sensor kinase activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103426","GO:0008759",0.0182271420011981,0.999918161807877,1,2,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103427","GO:0080019",0.0186059057175503,0.999872267450593,1,4,"fatty-acyl-CoA reductase (alcohol-forming) activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103428","GO:0016602",0.018871245235357,0.999859867597492,1,5,"CCAAT-binding factor complex","CC","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103429","GO:0004144",0.0193905786182855,0.999852016730609,1,5,"diacylglycerol O-acyltransferase activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103430","GO:0016788",0.0212436381809979,0.998543404002996,2,67,"hydrolase activity, acting on ester bonds","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103431","GO:0009245",0.0243945076733417,0.999765296737767,1,5,"lipid A biosynthetic process","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103432","GO:0006605",0.0248109109379976,0.999772252815987,1,4,"protein targeting","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103433","GO:0006857",0.0308440316097446,0.999550075002737,1,24,"oligopeptide transport","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103434","GO:0005992",0.0312040646946922,0.99954936045384,1,16,"trehalose biosynthetic process","BP","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103435","GO:0047429",0.0371704073283678,0.999452161768055,1,5,"nucleoside-triphosphate diphosphatase activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"103436","GO:0003713",0.0447492593089785,0.999129782008069,1,8,"transcription coactivator activity","MF","wtcmbr","wtcother","down","wt","wtcmbr_wtcother"
"105406","GO:0055085",1.33349338212888e-14,1,49,329,"transmembrane transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105407","GO:0016705",6.19730430885605e-11,1,37,138,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105408","GO:0008152",3.02193820954525e-09,1,54,496,"metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105409","GO:0016758",5.4262282305842e-09,0.999999998944528,24,114,"transferase activity, transferring hexosyl groups","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105410","GO:0005215",7.2845780400393e-09,0.999999998098315,33,172,"transporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105411","GO:0004672",1.06317905670914e-08,1,49,733,"protein kinase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105412","GO:0006468",1.06317905670914e-08,1,49,733,"protein phosphorylation","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105413","GO:0020037",3.5546524002945e-08,0.999999987819485,46,192,"heme binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105414","GO:0005506",1.4474315942435e-07,0.999999952617462,38,178,"iron ion binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105415","GO:0006855",1.82658500899103e-07,0.999999982767731,11,43,"drug transmembrane transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105416","GO:0015238",1.82658500899103e-07,0.999999982767731,11,43,"drug transmembrane transporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105417","GO:0015297",1.82658500899103e-07,0.999999982767731,11,43,"antiporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105418","GO:0046983",2.62247395163703e-07,0.999999899109254,52,176,"protein dimerization activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105419","GO:0016020",8.9558978067271e-07,0.999999693866804,78,678,"membrane","CC","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105420","GO:0052861",1.16692535646292e-06,1,2,2,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105421","GO:0006817",3.60101578308441e-06,1,2,2,"phosphate ion transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105422","GO:0043531",1.16956466396916e-05,0.999997466692059,15,97,"ADP binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105423","GO:0005524",1.44020351888394e-05,0.999992105888897,78,1477,"ATP binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105424","GO:0004970",7.63132123433662e-05,0.999999726002193,2,12,"ionotropic glutamate receptor activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105425","GO:0055114",9.20621302616688e-05,0.999943959020151,93,812,"oxidation-reduction process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105426","GO:0005975",0.000163190478703589,0.999933706757886,27,271,"carbohydrate metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105427","GO:0006857",0.000218768034834514,0.999988987376834,4,24,"oligopeptide transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105428","GO:0003824",0.000295657878720565,0.999835024940783,55,713,"catalytic activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105429","GO:0004402",0.000309027658537095,0.999993407852976,3,7,"histone acetyltransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105430","GO:0004553",0.000412410985373169,0.999873619707768,15,134,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105431","GO:0005249",0.000450830669010658,0.99997538250186,5,8,"voltage-gated potassium channel activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105432","GO:0009694",0.000458095615087166,0.999996266719457,2,8,"jasmonic acid metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105433","GO:0009864",0.000458095615087166,0.999996266719457,2,8,"induced systemic resistance, jasmonic acid mediated signaling pathway","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105434","GO:0080123",0.000458095615087166,0.999996266719457,2,8,"jasmonate-amino synthetase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105435","GO:0006813",0.00080589785270799,0.999919376805488,6,12,"potassium ion transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105436","GO:0006508",0.000814704291238335,0.999626499859589,28,270,"proteolysis","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105437","GO:0010333",0.00082481283096304,0.999891031446421,8,14,"terpene synthase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105438","GO:0005216",0.00103171987407282,0.9998569328143,6,31,"ion channel activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105439","GO:0048476",0.00108108550765516,1,1,1,"Holliday junction resolvase complex","CC","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105440","GO:0046835",0.00120030545504817,0.999984074479364,2,8,"carbohydrate phosphorylation","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105441","GO:0009638",0.00131508694190096,1,1,1,"phototropism","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105442","GO:0004451",0.00133061252478868,1,1,1,"isocitrate lyase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105443","GO:0016620",0.00133556852258883,0.99988897598218,4,28,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105444","GO:0006810",0.00148479502262017,0.999251209682937,33,246,"transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105445","GO:0006006",0.00201108150203281,0.9999021396105,3,11,"glucose metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105446","GO:0019499",0.00210077328366071,1,2,2,"cyanide metabolic process","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105447","GO:0050017",0.00210077328366071,1,2,2,"L-3-cyanoalanine synthase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105448","GO:0022891",0.00237996376469241,0.99961188739788,6,30,"substrate-specific transmembrane transporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105449","GO:0022857",0.00245592413722463,0.99938594683751,9,54,"transmembrane transporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105450","GO:0004134",0.00245938008380108,0.999998487818493,1,2,"4-alpha-glucanotransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105451","GO:1990316",0.00264255867999483,0.999998254009814,1,2,"ATG1/ULK1 kinase complex","CC","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105452","GO:0015846",0.00270831781937638,1,1,1,"polyamine transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105453","GO:0019808",0.00270831781937638,1,1,1,"polyamine binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105454","GO:0042597",0.00270831781937638,1,1,1,"periplasmic space","CC","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105455","GO:0000165",0.00278426232240265,0.9994275866245,10,18,"MAPK cascade","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105456","GO:0000977",0.00278426232240265,0.9994275866245,10,18,"RNA polymerase II regulatory region sequence-specific DNA binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105457","GO:0030170",0.00302855679595633,0.999272376376813,8,72,"pyridoxal phosphate binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105458","GO:0046577",0.00323845979804195,0.999996503288809,1,3,"long-chain-alcohol oxidase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105459","GO:0045944",0.00324517906954695,0.999293748908984,10,19,"positive regulation of transcription from RNA polymerase II promoter","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105460","GO:0005515",0.00351487670683486,0.997405229436168,133,2471,"protein binding","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105461","GO:0008146",0.00382174962610764,0.999675623893772,4,9,"sulfotransferase activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105462","GO:0005315",0.0040726030865847,0.999948146319757,2,3,"inorganic phosphate transmembrane transporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105463","GO:0006811",0.00407856698856684,0.99940607292525,5,23,"ion transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105464","GO:0008515",0.00433957038974377,1,1,1,"sucrose transmembrane transporter activity","MF","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
"105465","GO:0015770",0.00433957038974377,1,1,1,"sucrose transport","BP","wtcmbr","wtcother","up","wt","wtcmbr_wtcother"
