"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","type"
"4289","GO:0009584",0.334988153043536,0.94771553673551,1,5,"detection of visible light","BP","all"
"4290","GO:0009585",0.334988153043536,0.94771553673551,1,5,"red, far-red light phototransduction","BP","all"
"4291","GO:0009881",0.334988153043536,0.94771553673551,1,5,"photoreceptor activity","MF","all"
"4292","GO:0017006",0.334988153043536,0.94771553673551,1,5,"protein-tetrapyrrole linkage","BP","all"
"4293","GO:0018298",0.334988153043536,0.94771553673551,1,5,"protein-chromophore linkage","BP","all"
"4294","GO:0010468",0.335922632421353,0.947397407311059,1,5,"regulation of gene expression","BP","all"
"4295","GO:0010277",0.337466296646961,0.946869389527201,1,5,"chlorophyllide a oxygenase [overall] activity","MF","all"
"4296","GO:0001522",0.337928568863695,0.857172125894687,3,21,"pseudouridine synthesis","BP","all"
"4297","GO:0043130",0.340667226774336,0.953973680850096,1,3,"ubiquitin binding","MF","all"
"4298","GO:0006334",0.343541871979863,0.798178043204499,7,35,"nucleosome assembly","BP","all"
"4299","GO:0008442",0.344487345030864,0.963786678957584,1,2,"3-hydroxyisobutyrate dehydrogenase activity","MF","all"
"4300","GO:0045040",0.347773003994706,0.951828829968297,1,3,"protein import into mitochondrial outer membrane","BP","all"
"4301","GO:0006265",0.348347749750548,0.886310240491762,2,11,"DNA topological change","BP","all"
"4302","GO:0016301",0.351935801308852,0.807463449750065,5,46,"kinase activity","MF","all"
"4303","GO:0051726",0.352190596263808,0.944931118762136,1,4,"regulation of cell cycle","BP","all"
"4304","GO:0006359",0.35378183502394,0.949968700865121,1,3,"regulation of transcription from RNA polymerase III promoter","BP","all"
"4305","GO:0015098",0.354628786075098,0.940786496969947,1,5,"molybdate ion transmembrane transporter activity","MF","all"
"4306","GO:0015689",0.354628786075098,0.940786496969947,1,5,"molybdate ion transport","BP","all"
"4307","GO:0005730",0.358418888409163,0.882126851548848,2,10,"nucleolus","CC","all"
"4308","GO:0006470",0.358481479271482,0.765886564673161,9,77,"protein dephosphorylation","BP","all"
"4309","GO:0006370",0.361680278948278,0.938172486602212,1,5,"7-methylguanosine mRNA capping","BP","all"
"4310","GO:0006098",0.361974760887943,0.878553526000634,2,11,"pentose-phosphate shunt","BP","all"
"4311","GO:0006413",0.362166257709293,0.804275418898317,5,29,"translational initiation","BP","all"
"4312","GO:0005886",0.363482342980461,0.877679941990976,2,11,"plasma membrane","CC","all"
"4313","GO:0016491",0.364117413293241,0.692540194480528,49,435,"oxidoreductase activity","MF","all"
"4314","GO:0016742",0.367265231124298,0.939601470432244,1,4,"hydroxymethyl-, formyl- and related transferase activity","MF","all"
"4315","GO:0051287",0.369585470244214,0.751806512278093,10,73,"NAD binding","MF","all"
"4316","GO:0008252",0.374591066675549,0.936902958102283,1,4,"nucleotidase activity","MF","all"
"4317","GO:0008199",0.374890365991725,0.94308921858727,1,3,"ferric iron binding","MF","all"
"4318","GO:0051082",0.375402055745242,0.752844505984523,9,66,"unfolded protein binding","MF","all"
"4319","GO:0043531",0.378170148070233,0.742657454799436,10,94,"ADP binding","MF","all"
"4320","GO:0008757",0.378662911885153,0.955191284848299,1,2,"S-adenosylmethionine-dependent methyltransferase activity","MF","all"
"4321","GO:0004630",0.37868301903326,0.941794990104807,1,3,"phospholipase D activity","MF","all"
"4322","GO:0046470",0.37868301903326,0.941794990104807,1,3,"phosphatidylcholine metabolic process","BP","all"
"4323","GO:0009813",0.378706755358286,0.941786833393916,1,3,"flavonoid biosynthetic process","BP","all"
"4324","GO:0045430",0.378706755358286,0.941786833393916,1,3,"chalcone isomerase activity","MF","all"
"4325","GO:0006873",0.378750291654885,0.941771870813188,1,3,"cellular ion homeostasis","BP","all"
"4326","GO:0008295",0.379211339534947,0.931376388990621,1,5,"spermidine biosynthetic process","BP","all"
"4327","GO:0003916",0.379798119557436,0.934940988046982,1,4,"DNA topoisomerase activity","MF","all"
"4328","GO:0004707",0.384620541990254,0.860742167513199,2,15,"MAP kinase activity","MF","all"
"4329","GO:0004652",0.386137859445845,0.928572028998769,1,5,"polynucleotide adenylyltransferase activity","MF","all"
"4330","GO:0043631",0.386137859445845,0.928572028998769,1,5,"RNA polyadenylation","BP","all"
"4331","GO:0005985",0.38710241335966,0.925578362799729,1,6,"sucrose metabolic process","BP","all"
"4332","GO:0016157",0.38710241335966,0.925578362799729,1,6,"sucrose synthase activity","MF","all"
"4333","GO:0004673",0.38710397462611,0.925577699555671,1,6,"protein histidine kinase activity","MF","all"
"4334","GO:0010105",0.38710397462611,0.925577699555671,1,6,"negative regulation of ethylene-activated signaling pathway","BP","all"
"4335","GO:0038199",0.38710397462611,0.925577699555671,1,6,"ethylene receptor activity","MF","all"
"4336","GO:0050896",0.38710397462611,0.925577699555671,1,6,"response to stimulus","BP","all"
"4337","GO:0051740",0.38710397462611,0.925577699555671,1,6,"ethylene binding","MF","all"
"4338","GO:0032957",0.392523074062065,0.925925808824713,1,5,"inositol trisphosphate metabolic process","BP","all"
"4339","GO:0047325",0.392523074062065,0.925925808824713,1,5,"inositol tetrakisphosphate 1-kinase activity","MF","all"
"4340","GO:0052725",0.392523074062065,0.925925808824713,1,5,"inositol-1,3,4-trisphosphate 6-kinase activity","MF","all"
"4341","GO:0052726",0.392523074062065,0.925925808824713,1,5,"inositol-1,3,4-trisphosphate 5-kinase activity","MF","all"
"4342","GO:0006629",0.392756835060604,0.730074164306085,10,93,"lipid metabolic process","BP","all"
"4343","GO:0017089",0.393959550975774,0.936397316773513,1,3,"glycolipid transporter activity","MF","all"
"4344","GO:0046836",0.393959550975774,0.936397316773513,1,3,"glycolipid transport","BP","all"
"4345","GO:0051861",0.393959550975774,0.936397316773513,1,3,"glycolipid binding","MF","all"
"4346","GO:0070569",0.394013385655282,0.922607137371248,1,6,"uridylyltransferase activity","MF","all"
"4347","GO:0009512",0.398791908125984,0.949576842221269,1,2,"cytochrome b6f complex","CC","all"
"4348","GO:0004185",0.399947753215914,0.788211298603841,4,33,"serine-type carboxypeptidase activity","MF","all"
"4349","GO:0006108",0.401875348835789,0.849735708042283,2,15,"malate metabolic process","BP","all"
"4350","GO:0007094",0.402185037573851,0.921808608230938,1,5,"mitotic spindle assembly checkpoint","BP","all"
"4351","GO:0005385",0.403108920104934,0.933019995926933,1,3,"zinc ion transmembrane transporter activity","MF","all"
"4352","GO:0071577",0.403108920104934,0.933019995926933,1,3,"zinc II ion transmembrane transport","BP","all"
"4353","GO:0010997",0.404644696493419,0.917896748390434,1,6,"anaphase-promoting complex binding","MF","all"
"4354","GO:0097027",0.404644696493419,0.917896748390434,1,6,"ubiquitin-protein transferase activator activity","MF","all"
"4355","GO:1904668",0.404644696493419,0.917896748390434,1,6,"positive regulation of ubiquitin protein ligase activity","BP","all"
"4356","GO:0009116",0.40549677309711,0.811123157967577,3,20,"nucleoside metabolic process","BP","all"
"4357","GO:0019509",0.406129309101625,0.924445805474673,1,4,"L-methionine biosynthetic process from methylthioadenosine","BP","all"
"4358","GO:0048544",0.411980173058977,0.804026486055516,3,24,"recognition of pollen","BP","all"
"4359","GO:0004124",0.413794676364278,0.916678112309334,1,5,"cysteine synthase activity","MF","all"
"4360","GO:0000162",0.41402911679058,0.913595638628954,1,6,"tryptophan biosynthetic process","BP","all"
"4361","GO:0004540",0.41515828788393,0.91606217646397,1,5,"ribonuclease activity","MF","all"
"4362","GO:0006406",0.415199224477684,0.944679972394461,1,2,"mRNA export from nucleus","BP","all"
"4363","GO:0008541",0.415199224477684,0.944679972394461,1,2,"proteasome regulatory particle, lid subcomplex","CC","all"
"4364","GO:0016559",0.415381896531428,0.928314908897217,1,3,"peroxisome fission","BP","all"
"4365","GO:0005643",0.416568221808702,0.840970962268387,2,14,"nuclear pore","CC","all"
"4366","GO:0006353",0.421320851511455,0.913243161824379,1,5,"DNA-templated transcription, termination","BP","all"
"4367","GO:0030599",0.426238980864268,0.831890607886043,2,17,"pectinesterase activity","MF","all"
"4368","GO:0042545",0.426238980864268,0.831890607886043,2,17,"cell wall modification","BP","all"
"4369","GO:0016791",0.427960629737049,0.748530579240512,5,38,"phosphatase activity","MF","all"
"4370","GO:0033014",0.429267163029905,0.906318978869705,1,6,"tetrapyrrole biosynthetic process","BP","all"
"4371","GO:0003883",0.429931664054786,0.909205981836114,1,5,"CTP synthase activity","MF","all"
"4372","GO:0004325",0.43156619072576,0.91336037415453,1,4,"ferrochelatase activity","MF","all"
"4373","GO:0006783",0.43156619072576,0.91336037415453,1,4,"heme biosynthetic process","BP","all"
"4374","GO:0016114",0.432828846473108,0.904564925563559,1,6,"terpenoid biosynthetic process","BP","all"
"4375","GO:0006644",0.436689283552972,0.911010538703578,1,4,"phospholipid metabolic process","BP","all"
"4376","GO:0046872",0.437684698537507,0.629487218752963,39,332,"metal ion binding","MF","all"
"4377","GO:0000775",0.438191310298724,0.905224099433448,1,5,"chromosome, centromeric region","CC","all"
"4378","GO:0004372",0.443198574597287,0.896927974964125,1,7,"glycine hydroxymethyltransferase activity","MF","all"
"4379","GO:0006563",0.443198574597287,0.896927974964125,1,7,"L-serine metabolic process","BP","all"
"4380","GO:0004061",0.445903086870448,0.915710804428491,1,3,"arylformamidase activity","MF","all"
"4381","GO:0019441",0.445903086870448,0.915710804428491,1,3,"tryptophan catabolic process to kynurenine","BP","all"
"4382","GO:0015171",0.446676148895112,0.819161004135292,2,15,"amino acid transmembrane transporter activity","MF","all"
"4383","GO:0008061",0.449956982300426,0.913936177912769,1,3,"chitin binding","MF","all"
"4384","GO:0005960",0.451361330637832,0.913315756847187,1,3,"glycine cleavage complex","CC","all"
"4385","GO:0019464",0.451361330637832,0.913315756847187,1,3,"glycine decarboxylation via glycine cleavage system","BP","all"
"4386","GO:0003917",0.452527825182092,0.898052720682082,1,5,"DNA topoisomerase type I activity","MF","all"
"4387","GO:0016760",0.452883379020193,0.812264260134104,2,18,"cellulose synthase (UDP-forming) activity","MF","all"
"4388","GO:0016740",0.455630986536178,0.769219885555019,3,26,"transferase activity","MF","all"
"4389","GO:0046907",0.459373728809554,0.894509437448653,1,5,"intracellular transport","BP","all"
"4390","GO:0003743",0.467219596596202,0.700898666872799,6,43,"translation initiation factor activity","MF","all"
"4391","GO:0003978",0.469386743737354,0.885349249629619,1,6,"UDP-glucose 4-epimerase activity","MF","all"
"4392","GO:0016042",0.476979850859954,0.881071620224832,1,6,"lipid catabolic process","BP","all"
"4393","GO:0004402",0.477405513852268,0.878028718488084,1,7,"histone acetyltransferase activity","MF","all"
"4394","GO:0009908",0.477606521341115,0.901171435546942,1,3,"flower development","BP","all"
"4395","GO:0031461",0.47951008648265,0.874699460190847,1,8,"cullin-RING ubiquitin ligase complex","CC","all"
"4396","GO:0045893",0.482314518386455,0.878005206498208,1,6,"positive regulation of transcription, DNA-templated","BP","all"
"4397","GO:0046982",0.483003326720915,0.62964484829603,15,81,"protein heterodimerization activity","MF","all"
"4398","GO:0009694",0.486224964109183,0.870662774158591,1,8,"jasmonic acid metabolic process","BP","all"
"4399","GO:0009864",0.486224964109183,0.870662774158591,1,8,"induced systemic resistance, jasmonic acid mediated signaling pathway","BP","all"
"4400","GO:0080123",0.486224964109183,0.870662774158591,1,8,"jasmonate-amino synthetase activity","MF","all"
"4401","GO:0006544",0.486838071658752,0.870290062667854,1,8,"glycine metabolic process","BP","all"
"4402","GO:0030234",0.490102469141855,0.873436679531201,1,6,"enzyme regulator activity","MF","all"
"4403","GO:0003678",0.493105748921681,0.783273055171221,2,16,"DNA helicase activity","MF","all"
"4404","GO:0008652",0.496868195455235,0.864093103641869,1,8,"cellular amino acid biosynthetic process","BP","all"
"4405","GO:0003918",0.497852665161649,0.868780229321772,1,6,"DNA topoisomerase type II (ATP-hydrolyzing) activity","MF","all"
"4406","GO:0006207",0.498282317966927,0.86851883473361,1,6,"'de novo' pyrimidine nucleobase biosynthetic process","BP","all"
"4407","GO:0004747",0.50151173722628,0.863454103653919,1,7,"ribokinase activity","MF","all"
"4408","GO:0006014",0.50151173722628,0.863454103653919,1,7,"D-ribose metabolic process","BP","all"
"4409","GO:0016872",0.501840012073141,0.870729807616304,1,5,"intramolecular lyase activity","MF","all"
"4410","GO:0005801",0.508197285278893,0.866891456585723,1,5,"cis-Golgi network","CC","all"
"4411","GO:0015299",0.50828648313496,0.769335400425804,2,18,"solute:proton antiporter activity","MF","all"
"4412","GO:0006754",0.514158645328798,0.858615837747076,1,6,"ATP biosynthetic process","BP","all"
"4413","GO:0009607",0.514595259540656,0.783379642816698,2,8,"response to biotic stimulus","BP","all"
"4414","GO:0030127",0.520210884388161,0.847022749216417,1,9,"COPII vesicle coat","CC","all"
"4415","GO:0006913",0.520578450407694,0.851147547908122,1,7,"nucleocytoplasmic transport","BP","all"
"4416","GO:0008026",0.523779712236868,0.754390595519913,2,21,"ATP-dependent helicase activity","MF","all"
"4417","GO:0007010",0.524562138953897,0.844045528972347,1,9,"cytoskeleton organization","BP","all"
"4418","GO:0003333",0.527187393406945,0.753566591385921,2,18,"amino acid transmembrane transport","BP","all"
"4419","GO:0009435",0.528293681030819,0.843422786853901,1,8,"NAD biosynthetic process","BP","all"
"4420","GO:0015979",0.529748566408803,0.580321668916175,16,89,"photosynthesis","BP","all"
"4421","GO:0006568",0.536301985882452,0.840457084870859,1,7,"tryptophan metabolic process","BP","all"
"4422","GO:0004674",0.541034089997755,0.664036934547387,4,41,"protein serine/threonine kinase activity","MF","all"
"4423","GO:0043161",0.54113213109709,0.840662652392603,1,6,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP","all"
"4424","GO:0004356",0.541615002952876,0.840327852551698,1,6,"glutamate-ammonia ligase activity","MF","all"
"4425","GO:0006542",0.541615002952876,0.840327852551698,1,6,"glutamine biosynthetic process","BP","all"
"4426","GO:0004721",0.547527073196074,0.829788386111142,1,8,"phosphoprotein phosphatase activity","MF","all"
"4427","GO:0019825",0.549292037216599,0.848264057284905,1,4,"oxygen binding","MF","all"
"4428","GO:0009982",0.551486530209165,0.731595267660087,2,19,"pseudouridine synthase activity","MF","all"
"4429","GO:0016811",0.554293512608462,0.831362665078633,1,6,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","MF","all"
"4430","GO:0016571",0.557819553316458,0.818259131121739,1,10,"histone methylation","BP","all"
"4431","GO:0030488",0.56206800733767,0.821826570850759,1,7,"tRNA methylation","BP","all"
"4432","GO:0004650",0.563692173477146,0.720559487121487,2,19,"polygalacturonase activity","MF","all"
"4433","GO:0005667",0.567064221653376,0.815129561889115,1,8,"transcription factor complex","CC","all"
"4434","GO:0009089",0.56863490928944,0.813914437736502,1,8,"lysine biosynthetic process via diaminopimelate","BP","all"
"4435","GO:0006633",0.568859634642716,0.590021781921144,7,60,"fatty acid biosynthetic process","BP","all"
"4436","GO:0005759",0.570411366193354,0.819467473347358,1,6,"mitochondrial matrix","CC","all"
"4437","GO:0042803",0.572082282718811,0.808940062333681,1,9,"protein homodimerization activity","MF","all"
"4438","GO:0005247",0.576629336675485,0.803475321551422,1,10,"voltage-gated chloride channel activity","MF","all"
"4439","GO:0006099",0.581305315885415,0.703385722843541,2,20,"tricarboxylic acid cycle","BP","all"
"4440","GO:0002161",0.585771724764483,0.797897049050352,1,9,"aminoacyl-tRNA editing activity","MF","all"
"4441","GO:0032259",0.585884208143276,0.701676246224246,2,17,"methylation","BP","all"
"4442","GO:0030976",0.587532508098974,0.794533082076054,1,10,"thiamine pyrophosphate binding","MF","all"
"4443","GO:0000079",0.591080421380042,0.80336068244413,1,6,"regulation of cyclin-dependent protein serine/threonine kinase activity","BP","all"
"4444","GO:0005388",0.593057184111032,0.794290981064444,1,8,"calcium-transporting ATPase activity","MF","all"
"4445","GO:0070588",0.593057184111032,0.794290981064444,1,8,"calcium ion transmembrane transport","BP","all"
"4446","GO:0042393",0.593075124416667,0.645292870503793,3,26,"histone binding","MF","all"
"4447","GO:0042549",0.593977912869205,0.816606010595607,1,4,"photosystem II stabilization","BP","all"
"4448","GO:0006796",0.594154395515079,0.800880316115714,1,6,"phosphate-containing compound metabolic process","BP","all"
"4449","GO:0009408",0.595176324563351,0.788095498530583,1,10,"response to heat","BP","all"
"4450","GO:0006479",0.595295597158157,0.787993928782917,1,10,"protein methylation","BP","all"
"4451","GO:0009451",0.597493920107078,0.687062599053275,2,21,"RNA modification","BP","all"
"4452","GO:0006012",0.600279675874699,0.785709255091602,1,9,"galactose metabolic process","BP","all"
"4453","GO:0016671",0.603569667217856,0.788697877542566,1,7,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF","all"
"4454","GO:0005742",0.610349474137703,0.793909349163999,1,5,"mitochondrial outer membrane translocase complex","CC","all"
"4455","GO:0047429",0.612420845247198,0.792185988527762,1,5,"nucleoside-triphosphate diphosphatase activity","MF","all"
"4456","GO:0008641",0.615699783468314,0.768401977423537,1,11,"small protein activating enzyme activity","MF","all"
"4457","GO:0030145",0.616774343292498,0.673925645453012,2,15,"manganese ion binding","MF","all"
"4458","GO:0031072",0.618005645223271,0.622706540057036,3,22,"heat shock protein binding","MF","all"
"4459","GO:0006418",0.618355336732864,0.615082580842451,3,36,"tRNA aminoacylation for protein translation","BP","all"
"4460","GO:0005777",0.619528317311585,0.764906991781368,1,11,"peroxisome","CC","all"
"4461","GO:0032549",0.622787247435773,0.669430839927677,2,14,"ribonucleoside binding","MF","all"
"4462","GO:0016307",0.624427635883409,0.758935302639398,1,12,"phosphatidylinositol phosphate kinase activity","MF","all"
"4463","GO:0046488",0.624427635883409,0.758935302639398,1,12,"phosphatidylinositol metabolic process","BP","all"
"4464","GO:0004970",0.624427702718523,0.758935240151523,1,12,"ionotropic glutamate receptor activity","MF","all"
"4465","GO:0006694",0.624467844206958,0.762083030566334,1,10,"steroid biosynthetic process","BP","all"
"4466","GO:0005509",0.62904561567022,0.468414332338444,18,156,"calcium ion binding","MF","all"
"4467","GO:0008308",0.629835492994444,0.765563652281911,1,7,"voltage-gated anion channel activity","MF","all"
"4468","GO:0006396",0.63217271206472,0.522080727054999,7,73,"RNA processing","BP","all"
"4469","GO:0030244",0.632339357357643,0.649811154967446,2,24,"cellulose biosynthetic process","BP","all"
"4470","GO:0004812",0.635854724816938,0.596141945414234,3,37,"aminoacyl-tRNA ligase activity","MF","all"
"4471","GO:0042147",0.638709241253402,0.757338939034498,1,7,"retrograde transport, endosome to Golgi","BP","all"
"4472","GO:0071949",0.639228957455784,0.750363672185127,1,9,"FAD binding","MF","all"
"4473","GO:0008080",0.640572828435971,0.566415068132351,4,31,"N-acetyltransferase activity","MF","all"
"4474","GO:0000910",0.641459970807344,0.744135975732219,1,11,"cytokinesis","BP","all"
"4475","GO:0019901",0.652681108515561,0.740137932966919,1,8,"protein kinase binding","MF","all"
"4476","GO:0008654",0.653418084248419,0.734143464509456,1,10,"phospholipid biosynthetic process","BP","all"
"4477","GO:0000413",0.655440529398959,0.579485016618199,3,26,"protein peptidyl-prolyl isomerization","BP","all"
"4478","GO:0006508",0.658324127786654,0.42476908530194,23,256,"proteolysis","BP","all"
"4479","GO:0006535",0.659759572742475,0.727707673238032,1,10,"cysteine biosynthetic process from serine","BP","all"
"4480","GO:0007186",0.660759303088771,0.726682325358898,1,10,"G-protein coupled receptor signaling pathway","BP","all"
"4481","GO:0004386",0.669589736159792,0.608583933568161,2,25,"helicase activity","MF","all"
"4482","GO:0004499",0.672911723568607,0.711986645583039,1,11,"N,N-dimethylaniline monooxygenase activity","MF","all"
"4483","GO:0006952",0.674916289837829,0.562765635847915,3,20,"defense response","BP","all"
"4484","GO:0008033",0.675355861478759,0.603874168075662,2,22,"tRNA processing","BP","all"
"4485","GO:0016765",0.678489899628245,0.602778583229381,2,19,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF","all"
"4486","GO:0003712",0.681639124097166,0.704577243693024,1,10,"transcription cofactor activity","MF","all"
"4487","GO:0034968",0.690116495614347,0.688719486397093,1,14,"histone lysine methylation","BP","all"
"4488","GO:0003755",0.691625991714327,0.537499794290066,3,27,"peptidyl-prolyl cis-trans isomerase activity","MF","all"
"4489","GO:0031047",0.695820911763587,0.684921058808129,1,12,"gene silencing by RNA","BP","all"
"4490","GO:0030042",0.700032908835527,0.700097234308268,1,6,"actin filament depolymerization","BP","all"
"4491","GO:0016925",0.700382183428059,0.693840284974026,1,7,"protein sumoylation","BP","all"
"4492","GO:0005200",0.7036638809829,0.674327013033979,1,13,"structural constituent of cytoskeleton","MF","all"
"4493","GO:0047262",0.709714152963409,0.664730573751279,1,15,"polygalacturonate 4-alpha-galacturonosyltransferase activity","MF","all"
"4494","GO:0015079",0.710770469568375,0.66587877976787,1,13,"potassium ion transmembrane transporter activity","MF","all"
"4495","GO:0031625",0.710945459360861,0.665668535566584,1,13,"ubiquitin protein ligase binding","MF","all"
"4496","GO:0016746",0.712331547204329,0.55802764870845,2,25,"transferase activity, transferring acyl groups","MF","all"
"4497","GO:0006464",0.715398180338095,0.663652712658417,1,11,"cellular protein modification process","BP","all"
"4498","GO:0016844",0.720998693146312,0.659060889579618,1,10,"strictosidine synthase activity","MF","all"
"4499","GO:0045735",0.724553106254179,0.657468092803866,1,9,"nutrient reservoir activity","MF","all"
"4500","GO:0016614",0.727026550712602,0.491501503731906,3,33,"oxidoreductase activity, acting on CH-OH group of donors","MF","all"
"4501","GO:0004427",0.730183971036935,0.645364617465508,1,11,"inorganic diphosphatase activity","MF","all"
"4502","GO:0006621",0.735853468528579,0.646915229956872,1,8,"protein retention in ER lumen","BP","all"
"4503","GO:0046923",0.735853468528579,0.646915229956872,1,8,"ER retention sequence binding","MF","all"
"4504","GO:0003887",0.736671451276971,0.629954288351818,1,16,"DNA-directed DNA polymerase activity","MF","all"
"4505","GO:0006298",0.737769995752303,0.630744584392224,1,14,"mismatch repair","BP","all"
"4506","GO:0030983",0.737769995752303,0.630744584392224,1,14,"mismatched DNA binding","MF","all"
"4507","GO:0003779",0.747229718925395,0.466617321296381,3,31,"actin binding","MF","all"
"4508","GO:0005096",0.753005074357468,0.608123124914026,1,16,"GTPase activator activity","MF","all"
"4509","GO:0003682",0.75311566611409,0.504378329563325,2,27,"chromatin binding","MF","all"
"4510","GO:0003684",0.754701709972167,0.608094762122625,1,14,"damaged DNA binding","MF","all"
"4511","GO:0000226",0.754855211462343,0.606653863934068,1,15,"microtubule cytoskeleton organization","BP","all"
"4512","GO:0006221",0.76053791678399,0.605160351585056,1,11,"pyrimidine nucleotide biosynthetic process","BP","all"
"4513","GO:0008234",0.762221853041312,0.492523314902002,2,26,"cysteine-type peptidase activity","MF","all"
"4514","GO:0005488",0.765881178250402,0.304833564033593,23,294,"binding","MF","all"
"4515","GO:0016311",0.766307228495777,0.488761520577497,2,23,"dephosphorylation","BP","all"
"4516","GO:0009073",0.766485433791985,0.593085809954822,1,13,"aromatic amino acid family biosynthetic process","BP","all"
"4517","GO:0000723",0.766601153799217,0.592921422412659,1,13,"telomere maintenance","BP","all"
"4518","GO:0004866",0.766899866910375,0.605603403548053,1,8,"endopeptidase inhibitor activity","MF","all"
"4519","GO:0016021",0.771979579571515,0.268506196479775,71,634,"integral component of membrane","CC","all"
"4520","GO:0019205",0.773569596551401,0.586706707055524,1,11,"nucleobase-containing compound kinase activity","MF","all"
"4521","GO:0008378",0.781923780929437,0.569121056245184,1,14,"galactosyltransferase activity","MF","all"
"4522","GO:0008324",0.784485550672593,0.565279080607509,1,14,"cation transmembrane transporter activity","MF","all"
"4523","GO:0051537",0.790175706445735,0.45557621002111,2,22,"2 iron, 2 sulfur cluster binding","MF","all"
"4524","GO:0006888",0.790210340510039,0.556578719015378,1,14,"ER to Golgi vesicle-mediated transport","BP","all"
"4525","GO:0000287",0.796119710287635,0.327450755454186,7,82,"magnesium ion binding","MF","all"
"4526","GO:0005515",0.796726596671665,0.225424917825909,229,2447,"protein binding","MF","all"
"4527","GO:0005741",0.802170783647204,0.543393597800874,1,11,"mitochondrial outer membrane","CC","all"
"4528","GO:0022904",0.80496546616256,0.548931067983187,1,8,"respiratory electron transport chain","BP","all"
"4529","GO:0071805",0.8078002819926,0.525271501941668,1,17,"potassium ion transmembrane transport","BP","all"
"4530","GO:0032502",0.809054539952748,0.525422227509762,1,15,"developmental process","BP","all"
"4531","GO:0030286",0.80924502013811,0.542090139318983,1,8,"dynein complex","CC","all"
"4532","GO:0006289",0.809840878780379,0.525481904505078,1,14,"nucleotide-excision repair","BP","all"
"4533","GO:0008233",0.810079281910304,0.526654166376587,1,13,"peptidase activity","MF","all"
"4534","GO:0007017",0.811328304578038,0.422438486006369,2,24,"microtubule-based process","BP","all"
"4535","GO:0006662",0.811502346206698,0.428861214198507,2,17,"glycerol ether metabolic process","BP","all"
"4536","GO:0043248",0.811619725342428,0.534091157655923,1,9,"proteasome assembly","BP","all"
"4537","GO:0003993",0.813675467234468,0.517814310542669,1,15,"acid phosphatase activity","MF","all"
"4538","GO:0008138",0.815600711414263,0.514609433232445,1,15,"protein tyrosine/serine/threonine phosphatase activity","MF","all"
"4539","GO:0006241",0.827414161239002,0.501554803374267,1,11,"CTP biosynthetic process","BP","all"
"4540","GO:0009522",0.828953528359821,0.280742435477563,8,55,"photosystem I","CC","all"
"4541","GO:0018024",0.830848576921262,0.483697553393824,1,20,"histone-lysine N-methyltransferase activity","MF","all"
"4542","GO:0008483",0.838482181965744,0.471630030509959,1,18,"transaminase activity","MF","all"
"4543","GO:0005681",0.83896962026075,0.381639777651386,2,20,"spliceosomal complex","CC","all"
"4544","GO:0045263",0.842901074518198,0.476723238416579,1,10,"proton-transporting ATP synthase complex, coupling factor F(o)","CC","all"
"4545","GO:0004842",0.84875208888883,0.264631541853236,6,84,"ubiquitin-protein transferase activity","MF","all"
"4546","GO:0046873",0.85628032507777,0.43926427833431,1,17,"metal ion transmembrane transporter activity","MF","all"
"4547","GO:0015629",0.868292823449753,0.422786741039748,1,12,"actin cytoskeleton","CC","all"
"4548","GO:0004871",0.868945432680291,0.416471860610827,1,15,"signal transducer activity","MF","all"
"4549","GO:0000165",0.884695636933438,0.388417292718582,1,12,"MAPK cascade","BP","all"
"4550","GO:0000977",0.884695636933438,0.388417292718582,1,12,"RNA polymerase II regulatory region sequence-specific DNA binding","MF","all"
"4551","GO:0006310",0.886670781488748,0.374248103610673,1,20,"DNA recombination","BP","all"
"4552","GO:0008408",0.888282519022672,0.37147420991713,1,19,"3'-5' exonuclease activity","MF","all"
"4553","GO:0016567",0.889229056749998,0.214428153241368,5,77,"protein ubiquitination","BP","all"
"4554","GO:0045944",0.893806540631008,0.366312312890839,1,13,"positive regulation of transcription from RNA polymerase II promoter","BP","all"
"4555","GO:0006397",0.89534641669294,0.274337675622806,2,31,"mRNA processing","BP","all"
"4556","GO:0003676",0.897246295771291,0.129917833639024,57,610,"nucleic acid binding","MF","all"
"4557","GO:0007034",0.902142806299582,0.34547772945263,1,14,"vacuolar transport","BP","all"
"4558","GO:0051539",0.902799817087366,0.337037017980927,1,21,"4 iron, 4 sulfur cluster binding","MF","all"
"4559","GO:0009733",0.903314021038849,0.348554638128797,1,11,"response to auxin","BP","all"
"4560","GO:0005789",0.905703483709145,0.253856308827705,2,31,"endoplasmic reticulum membrane","CC","all"
"4561","GO:0006807",0.907116686547436,0.326796467344913,1,21,"nitrogen compound metabolic process","BP","all"
"4562","GO:0016655",0.908353855105156,0.336476683233142,1,11,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF","all"
"4563","GO:0006096",0.910528213025168,0.241165162197429,2,43,"glycolytic process","BP","all"
"4564","GO:0006486",0.915898266063248,0.303181560685963,1,25,"protein glycosylation","BP","all"
"4565","GO:0036459",0.917532819012842,0.297573758440101,1,29,"thiol-dependent ubiquitinyl hydrolase activity","MF","all"
